nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/15 16:34:29 detectron2]: Rank of current process: 0. World size: 2
[11/15 16:34:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/15 16:34:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre1_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_final.pth"
  
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "checkpoints/voc/distill/contrastive/"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/15 16:34:29 detectron2]: Full config saved to /root/FSOD/checkpoints/voc/distill/ETFRes_distill1_10shot_lr10_/config.yaml
preset seed 0
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
[11/15 16:34:32 d2.data.build]: Removed 1920 images with no usable annotations. 14681 images left.
[11/15 16:34:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
| aeroplane  | 1285         |   bicycle   | 1208         |    boat     | 1397         |
|   bottle   | 2116         |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
|   horse    | 1156         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
|    bird    | 10           |     bus     | 10           |     cow     | 10           |
| motorbike  | 10           |    sofa     | 10           |             |              |
|   total    | 41134        |             |              |             |              |
[11/15 16:34:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/15 16:34:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/15 16:34:33 d2.data.common]: Serializing 14681 elements to byte tensors and concatenating them all ...
[11/15 16:34:33 d2.data.common]: Serialized dataset takes 6.67 MiB
WARNING [11/15 16:34:33 d2.solver.build]: SOLVER.STEPS contains values larger than SOLVER.MAX_ITER. These values will be ignored.
[11/15 16:34:33 fvcore.common.checkpoint]: [Checkpointer] Loading from checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
WARNING [11/15 16:34:33 fvcore.common.checkpoint]: Some model parameters or buffers are not found in the checkpoint:
roi_heads.student_box_head.fc1.{bias, weight}
roi_heads.student_box_head.fc2.{bias, weight}
roi_heads.student_box_predictor.bbox_pred.{bias, weight}
roi_heads.student_box_predictor.cls_score.weight
roi_heads.student_box_predictor.mapping.weight
[11/15 16:34:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/15 16:35:08 d2.utils.events]:  eta: 2:59:53  iter: 19  total_loss: 2.846  loss_cls: 1.059  loss_box_reg: 0.3567  loss_rpn_cls: 0.01109  loss_rpn_loc: 0.01955  contrastive_loss: 1.547  time: 0.7408  data_time: 0.3810  lr: 0.0009091  max_mem: 12879M
[11/15 18:27:59 fsdet.evaluation.evaluator]: Inference done 50/2476. 0.0464 s / img. ETA=0:01:52
[11/15 18:28:01 fsdet.evaluation.evaluator]: Inference done 100/2476. 0.0468 s / img. ETA=0:01:51
[11/15 18:28:03 fsdet.evaluation.evaluator]: Inference done 150/2476. 0.0473 s / img. ETA=0:01:49
[11/15 18:28:06 fsdet.evaluation.evaluator]: Inference done 200/2476. 0.0474 s / img. ETA=0:01:47
[11/15 18:28:08 fsdet.evaluation.evaluator]: Inference done 250/2476. 0.0475 s / img. ETA=0:01:45
[11/15 18:28:11 fsdet.evaluation.evaluator]: Inference done 300/2476. 0.0474 s / img. ETA=0:01:43
[11/15 18:28:13 fsdet.evaluation.evaluator]: Inference done 350/2476. 0.0474 s / img. ETA=0:01:40
[11/15 18:28:15 fsdet.evaluation.evaluator]: Inference done 400/2476. 0.0475 s / img. ETA=0:01:38
[11/15 18:28:18 fsdet.evaluation.evaluator]: Inference done 450/2476. 0.0476 s / img. ETA=0:01:36
[11/15 18:28:20 fsdet.evaluation.evaluator]: Inference done 500/2476. 0.0476 s / img. ETA=0:01:34
[11/15 18:28:23 fsdet.evaluation.evaluator]: Inference done 550/2476. 0.0476 s / img. ETA=0:01:31
[11/15 18:28:25 fsdet.evaluation.evaluator]: Inference done 600/2476. 0.0477 s / img. ETA=0:01:29
[11/15 18:28:27 fsdet.evaluation.evaluator]: Inference done 650/2476. 0.0476 s / img. ETA=0:01:26
[11/15 18:28:30 fsdet.evaluation.evaluator]: Inference done 700/2476. 0.0476 s / img. ETA=0:01:24
[11/15 18:28:32 fsdet.evaluation.evaluator]: Inference done 750/2476. 0.0477 s / img. ETA=0:01:22
[11/15 18:28:34 fsdet.evaluation.evaluator]: Inference done 800/2476. 0.0477 s / img. ETA=0:01:19
[11/15 18:28:37 fsdet.evaluation.evaluator]: Inference done 850/2476. 0.0477 s / img. ETA=0:01:17
[11/15 18:28:39 fsdet.evaluation.evaluator]: Inference done 900/2476. 0.0477 s / img. ETA=0:01:15
[11/15 18:28:42 fsdet.evaluation.evaluator]: Inference done 950/2476. 0.0477 s / img. ETA=0:01:12
[11/15 18:28:44 fsdet.evaluation.evaluator]: Inference done 1000/2476. 0.0477 s / img. ETA=0:01:10
[11/15 18:28:46 fsdet.evaluation.evaluator]: Inference done 1050/2476. 0.0476 s / img. ETA=0:01:07
[11/15 18:28:49 fsdet.evaluation.evaluator]: Inference done 1100/2476. 0.0476 s / img. ETA=0:01:05
[11/15 18:28:51 fsdet.evaluation.evaluator]: Inference done 1150/2476. 0.0477 s / img. ETA=0:01:03
[11/15 18:28:54 fsdet.evaluation.evaluator]: Inference done 1200/2476. 0.0477 s / img. ETA=0:01:00
[11/15 18:28:56 fsdet.evaluation.evaluator]: Inference done 1250/2476. 0.0476 s / img. ETA=0:00:58
[11/15 18:28:58 fsdet.evaluation.evaluator]: Inference done 1300/2476. 0.0476 s / img. ETA=0:00:56
[11/15 18:29:01 fsdet.evaluation.evaluator]: Inference done 1350/2476. 0.0476 s / img. ETA=0:00:53
[11/15 18:29:03 fsdet.evaluation.evaluator]: Inference done 1400/2476. 0.0476 s / img. ETA=0:00:51
[11/15 18:29:05 fsdet.evaluation.evaluator]: Inference done 1450/2476. 0.0476 s / img. ETA=0:00:48
[11/15 18:29:08 fsdet.evaluation.evaluator]: Inference done 1500/2476. 0.0476 s / img. ETA=0:00:46
[11/15 18:29:10 fsdet.evaluation.evaluator]: Inference done 1550/2476. 0.0477 s / img. ETA=0:00:44
[11/15 18:29:13 fsdet.evaluation.evaluator]: Inference done 1600/2476. 0.0477 s / img. ETA=0:00:41
[11/15 18:29:15 fsdet.evaluation.evaluator]: Inference done 1650/2476. 0.0477 s / img. ETA=0:00:39
[11/15 18:29:17 fsdet.evaluation.evaluator]: Inference done 1700/2476. 0.0477 s / img. ETA=0:00:37
[11/15 18:29:20 fsdet.evaluation.evaluator]: Inference done 1750/2476. 0.0477 s / img. ETA=0:00:34
[11/15 18:29:22 fsdet.evaluation.evaluator]: Inference done 1800/2476. 0.0477 s / img. ETA=0:00:32
[11/15 18:29:25 fsdet.evaluation.evaluator]: Inference done 1850/2476. 0.0477 s / img. ETA=0:00:29
[11/15 18:29:27 fsdet.evaluation.evaluator]: Inference done 1900/2476. 0.0477 s / img. ETA=0:00:27
[11/15 18:29:29 fsdet.evaluation.evaluator]: Inference done 1950/2476. 0.0477 s / img. ETA=0:00:25
[11/15 18:29:32 fsdet.evaluation.evaluator]: Inference done 2000/2476. 0.0476 s / img. ETA=0:00:22
[11/15 18:29:34 fsdet.evaluation.evaluator]: Inference done 2050/2476. 0.0476 s / img. ETA=0:00:20
[11/15 18:29:36 fsdet.evaluation.evaluator]: Inference done 2100/2476. 0.0476 s / img. ETA=0:00:17
[11/15 18:29:39 fsdet.evaluation.evaluator]: Inference done 2150/2476. 0.0476 s / img. ETA=0:00:15
[11/15 18:29:41 fsdet.evaluation.evaluator]: Inference done 2200/2476. 0.0476 s / img. ETA=0:00:13
[11/15 18:29:43 fsdet.evaluation.evaluator]: Inference done 2250/2476. 0.0476 s / img. ETA=0:00:10
[11/15 18:29:46 fsdet.evaluation.evaluator]: Inference done 2300/2476. 0.0476 s / img. ETA=0:00:08
[11/15 18:29:48 fsdet.evaluation.evaluator]: Inference done 2350/2476. 0.0476 s / img. ETA=0:00:05
[11/15 18:29:51 fsdet.evaluation.evaluator]: Inference done 2400/2476. 0.0476 s / img. ETA=0:00:03
[11/15 18:29:53 fsdet.evaluation.evaluator]: Inference done 2450/2476. 0.0476 s / img. ETA=0:00:01
[11/15 18:29:54 fsdet.evaluation.evaluator]: Total inference time: 0:01:57 (0.047349 s / img per device, on 2 devices)
[11/15 18:29:54 fsdet.evaluation.evaluator]: Total inference pure compute time: 0:01:52 (0.045569 s / img per device, on 2 devices)
[11/15 18:30:02 fsdet.evaluation.pascal_voc_evaluation]: Evaluating voc_2007_test_all1 using 2007 metric. Note that results do not use the official Matlab API.
[11/15 18:30:30 fsdet.evaluation.pascal_voc_evaluation]: Evaluate per-class mAP50:
|  aeroplane  |  bicycle  |  boat  |  bottle  |  car   |  cat   |  chair  |  diningtable  |  dog   |  horse  |  person  |  pottedplant  |  sheep  |  train  |  tvmonitor  |  bird  |  bus   |  cow   |  motorbike  |  sofa  |
|:-----------:|:---------:|:------:|:--------:|:------:|:------:|:-------:|:-------------:|:------:|:-------:|:--------:|:-------------:|:-------:|:-------:|:-----------:|:------:|:------:|:------:|:-----------:|:------:|
|   83.117    |  83.490   | 64.931 |  72.483  | 85.910 | 81.914 | 61.326  |    77.422     | 74.261 | 77.421  |  85.274  |    56.406     | 79.186  | 81.528  |   79.178    | 24.875 | 63.265 | 33.151 |   54.238    | 46.266 |
[11/15 18:30:30 fsdet.evaluation.pascal_voc_evaluation]: Evaluate overall bbox:
|   AP   |  AP50  |  AP75  |  bAP   |  bAP50  |  bAP75  |  nAP   |  nAP50  |  nAP75  |
|:------:|:------:|:------:|:------:|:-------:|:-------:|:------:|:-------:|:-------:|
| 41.059 | 68.282 | 43.243 | 47.028 | 76.256  | 50.621  | 23.150 | 44.359  | 21.110  |
[11/15 18:30:30 fsdet.engine.defaults]: Evaluation results for voc_2007_test_all1 in csv format:
[11/15 18:30:30 fsdet.evaluation.testing]: copypaste: Task: bbox
[11/15 18:30:30 fsdet.evaluation.testing]: copypaste: AP,AP50,AP75,bAP,bAP50,bAP75,nAP,nAP50,nAP75
[11/15 18:30:30 fsdet.evaluation.testing]: copypaste: 41.0586,68.2820,43.2432,47.0280,76.2564,50.6209,23.1504,44.3589,21.1101
[11/15 18:30:30 d2.utils.events]:  eta: 1:29:55  iter: 7999  total_loss: 0.2195  loss_cls: 0.04925  loss_box_reg: 0.1421  loss_rpn_cls: 0.005366  loss_rpn_loc: 0.01701  contrastive_loss: 0.005863  time: 0.7838  data_time: 0.0402  lr: 0.01  max_mem: 13239M
[11/15 18:30:47 d2.utils.events]:  eta: 1:29:39  iter: 8019  total_loss: 0.2452  loss_cls: 0.05108  loss_box_reg: 0.1387  loss_rpn_cls: 0.006072  loss_rpn_loc: 0.0151  contrastive_loss: 0.03072  time: 0.7839  data_time: 0.0391  lr: 0.01  max_mem: 13239M
[11/15 18:31:03 d2.utils.events]:  eta: 1:29:25  iter: 8039  total_loss: 0.2262  loss_cls: 0.0498  loss_box_reg: 0.1321  loss_rpn_cls: 0.004099  loss_rpn_loc: 0.01434  contrastive_loss: 0.01787  time: 0.7839  data_time: 0.0416  lr: 0.01  max_mem: 13239M
[11/15 18:31:18 d2.utils.events]:  eta: 1:29:09  iter: 8059  total_loss: 0.2341  loss_cls: 0.05559  loss_box_reg: 0.1477  loss_rpn_cls: 0.005328  loss_rpn_loc: 0.01636  contrastive_loss: 0.0117  time: 0.7839  data_time: 0.0431  lr: 0.01  max_mem: 13239M
[11/15 18:31:34 d2.utils.events]:  eta: 1:28:56  iter: 8079  total_loss: 0.2453  loss_cls: 0.05399  loss_box_reg: 0.1539  loss_rpn_cls: 0.006971  loss_rpn_loc: 0.01572  contrastive_loss: 0.009548  time: 0.7839  data_time: 0.0436  lr: 0.01  max_mem: 13239M
[11/15 18:31:50 d2.utils.events]:  eta: 1:28:41  iter: 8099  total_loss: 0.2204  loss_cls: 0.04976  loss_box_reg: 0.1366  loss_rpn_cls: 0.00638  loss_rpn_loc: 0.01344  contrastive_loss: 0.0112  time: 0.7839  data_time: 0.0406  lr: 0.01  max_mem: 13239M
[11/15 18:32:04 d2.utils.events]:  eta: 1:28:21  iter: 8119  total_loss: 0.2392  loss_cls: 0.05522  loss_box_reg: 0.1515  loss_rpn_cls: 0.006811  loss_rpn_loc: 0.01619  contrastive_loss: 0.008416  time: 0.7838  data_time: 0.0423  lr: 0.01  max_mem: 13239M
[11/15 18:32:20 d2.utils.events]:  eta: 1:27:57  iter: 8139  total_loss: 0.2081  loss_cls: 0.04666  loss_box_reg: 0.1343  loss_rpn_cls: 0.005885  loss_rpn_loc: 0.0146  contrastive_loss: 0.007753  time: 0.7837  data_time: 0.0413  lr: 0.01  max_mem: 13239M
[11/15 18:32:36 d2.utils.events]:  eta: 1:27:42  iter: 8159  total_loss: 0.2316  loss_cls: 0.05116  loss_box_reg: 0.1487  loss_rpn_cls: 0.005286  loss_rpn_loc: 0.01626  contrastive_loss: 0.007173  time: 0.7838  data_time: 0.0462  lr: 0.01  max_mem: 13239M
[11/15 18:32:52 d2.utils.events]:  eta: 1:27:27  iter: 8179  total_loss: 0.2362  loss_cls: 0.05151  loss_box_reg: 0.15  loss_rpn_cls: 0.006066  loss_rpn_loc: 0.01517  contrastive_loss: 0.007913  time: 0.7839  data_time: 0.0432  lr: 0.01  max_mem: 13239M
[11/15 18:33:07 d2.utils.events]:  eta: 1:27:16  iter: 8199  total_loss: 0.1895  loss_cls: 0.0435  loss_box_reg: 0.1249  loss_rpn_cls: 0.004768  loss_rpn_loc: 0.01128  contrastive_loss: 0.008331  time: 0.7838  data_time: 0.0385  lr: 0.01  max_mem: 13239M
[11/15 18:33:23 d2.utils.events]:  eta: 1:26:57  iter: 8219  total_loss: 0.1768  loss_cls: 0.03957  loss_box_reg: 0.1064  loss_rpn_cls: 0.004791  loss_rpn_loc: 0.01408  contrastive_loss: 0.006752  time: 0.7838  data_time: 0.0439  lr: 0.01  max_mem: 13239M
[11/15 18:33:38 d2.utils.events]:  eta: 1:26:40  iter: 8239  total_loss: 0.2067  loss_cls: 0.04505  loss_box_reg: 0.1325  loss_rpn_cls: 0.004952  loss_rpn_loc: 0.01456  contrastive_loss: 0.00666  time: 0.7837  data_time: 0.0496  lr: 0.01  max_mem: 13239M
[11/15 18:33:53 d2.utils.events]:  eta: 1:26:24  iter: 8259  total_loss: 0.2307  loss_cls: 0.0529  loss_box_reg: 0.1468  loss_rpn_cls: 0.004871  loss_rpn_loc: 0.015  contrastive_loss: 0.007018  time: 0.7837  data_time: 0.0416  lr: 0.01  max_mem: 13239M
[11/15 18:34:09 d2.utils.events]:  eta: 1:26:09  iter: 8279  total_loss: 0.2447  loss_cls: 0.05573  loss_box_reg: 0.1529  loss_rpn_cls: 0.00927  loss_rpn_loc: 0.01537  contrastive_loss: 0.007524  time: 0.7837  data_time: 0.0421  lr: 0.01  max_mem: 13239M
[11/15 18:34:24 d2.utils.events]:  eta: 1:25:54  iter: 8299  total_loss: 0.233  loss_cls: 0.05361  loss_box_reg: 0.1444  loss_rpn_cls: 0.005892  loss_rpn_loc: 0.0155  contrastive_loss: 0.00612  time: 0.7837  data_time: 0.0391  lr: 0.01  max_mem: 13239M
[11/15 18:34:40 d2.utils.events]:  eta: 1:25:39  iter: 8319  total_loss: 0.2084  loss_cls: 0.05055  loss_box_reg: 0.1357  loss_rpn_cls: 0.006231  loss_rpn_loc: 0.01471  contrastive_loss: 0.006469  time: 0.7836  data_time: 0.0427  lr: 0.01  max_mem: 13239M
[11/15 18:34:55 d2.utils.events]:  eta: 1:25:27  iter: 8339  total_loss: 0.2146  loss_cls: 0.05013  loss_box_reg: 0.1375  loss_rpn_cls: 0.006802  loss_rpn_loc: 0.01443  contrastive_loss: 0.006708  time: 0.7836  data_time: 0.0431  lr: 0.01  max_mem: 13239M
[11/15 18:35:11 d2.utils.events]:  eta: 1:25:18  iter: 8359  total_loss: 0.2147  loss_cls: 0.04675  loss_box_reg: 0.1289  loss_rpn_cls: 0.006431  loss_rpn_loc: 0.01618  contrastive_loss: 0.007099  time: 0.7836  data_time: 0.0440  lr: 0.01  max_mem: 13239M
[11/15 18:35:27 d2.utils.events]:  eta: 1:25:01  iter: 8379  total_loss: 0.2321  loss_cls: 0.0481  loss_box_reg: 0.1372  loss_rpn_cls: 0.006876  loss_rpn_loc: 0.01688  contrastive_loss: 0.0089  time: 0.7836  data_time: 0.0387  lr: 0.01  max_mem: 13239M
[11/15 18:35:42 d2.utils.events]:  eta: 1:24:44  iter: 8399  total_loss: 0.2232  loss_cls: 0.04857  loss_box_reg: 0.1476  loss_rpn_cls: 0.003985  loss_rpn_loc: 0.01415  contrastive_loss: 0.00713  time: 0.7835  data_time: 0.0426  lr: 0.01  max_mem: 13239M
[11/15 18:35:58 d2.utils.events]:  eta: 1:24:27  iter: 8419  total_loss: 0.2143  loss_cls: 0.04571  loss_box_reg: 0.1392  loss_rpn_cls: 0.005395  loss_rpn_loc: 0.01524  contrastive_loss: 0.005893  time: 0.7836  data_time: 0.0404  lr: 0.01  max_mem: 13239M
[11/15 18:36:13 d2.utils.events]:  eta: 1:24:10  iter: 8439  total_loss: 0.2135  loss_cls: 0.04934  loss_box_reg: 0.139  loss_rpn_cls: 0.004983  loss_rpn_loc: 0.01418  contrastive_loss: 0.006251  time: 0.7835  data_time: 0.0478  lr: 0.01  max_mem: 13239M
[11/15 18:36:29 d2.utils.events]:  eta: 1:23:56  iter: 8459  total_loss: 0.2346  loss_cls: 0.05394  loss_box_reg: 0.1483  loss_rpn_cls: 0.00597  loss_rpn_loc: 0.01786  contrastive_loss: 0.006189  time: 0.7835  data_time: 0.0380  lr: 0.01  max_mem: 13239M
[11/15 18:36:44 d2.utils.events]:  eta: 1:23:39  iter: 8479  total_loss: 0.2144  loss_cls: 0.04982  loss_box_reg: 0.1417  loss_rpn_cls: 0.004079  loss_rpn_loc: 0.01546  contrastive_loss: 0.005337  time: 0.7835  data_time: 0.0402  lr: 0.01  max_mem: 13239M
[11/15 18:37:00 d2.utils.events]:  eta: 1:23:25  iter: 8499  total_loss: 0.2111  loss_cls: 0.04854  loss_box_reg: 0.1314  loss_rpn_cls: 0.00482  loss_rpn_loc: 0.01597  contrastive_loss: 0.005916  time: 0.7835  data_time: 0.0417  lr: 0.01  max_mem: 13239M
[11/15 18:37:15 d2.utils.events]:  eta: 1:23:12  iter: 8519  total_loss: 0.2183  loss_cls: 0.05095  loss_box_reg: 0.1359  loss_rpn_cls: 0.006877  loss_rpn_loc: 0.01795  contrastive_loss: 0.006236  time: 0.7834  data_time: 0.0423  lr: 0.01  max_mem: 13239M
[11/15 18:37:31 d2.utils.events]:  eta: 1:23:01  iter: 8539  total_loss: 0.206  loss_cls: 0.04867  loss_box_reg: 0.1301  loss_rpn_cls: 0.006195  loss_rpn_loc: 0.01413  contrastive_loss: 0.006314  time: 0.7834  data_time: 0.0376  lr: 0.01  max_mem: 13239M
[11/15 18:37:47 d2.utils.events]:  eta: 1:22:45  iter: 8559  total_loss: 0.2218  loss_cls: 0.04871  loss_box_reg: 0.1418  loss_rpn_cls: 0.004276  loss_rpn_loc: 0.01641  contrastive_loss: 0.005951  time: 0.7834  data_time: 0.0429  lr: 0.01  max_mem: 13239M
[11/15 18:38:01 d2.utils.events]:  eta: 1:22:27  iter: 8579  total_loss: 0.216  loss_cls: 0.05113  loss_box_reg: 0.1327  loss_rpn_cls: 0.006669  loss_rpn_loc: 0.015  contrastive_loss: 0.006628  time: 0.7834  data_time: 0.0415  lr: 0.01  max_mem: 13239M
[11/15 18:38:18 d2.utils.events]:  eta: 1:22:11  iter: 8599  total_loss: 0.2087  loss_cls: 0.05012  loss_box_reg: 0.1309  loss_rpn_cls: 0.00575  loss_rpn_loc: 0.01546  contrastive_loss: 0.005405  time: 0.7834  data_time: 0.0425  lr: 0.01  max_mem: 13239M
[11/15 18:38:33 d2.utils.events]:  eta: 1:21:53  iter: 8619  total_loss: 0.1869  loss_cls: 0.0418  loss_box_reg: 0.1168  loss_rpn_cls: 0.004972  loss_rpn_loc: 0.01323  contrastive_loss: 0.00619  time: 0.7834  data_time: 0.0421  lr: 0.01  max_mem: 13239M
[11/15 18:38:49 d2.utils.events]:  eta: 1:21:38  iter: 8639  total_loss: 0.2194  loss_cls: 0.04962  loss_box_reg: 0.1377  loss_rpn_cls: 0.005658  loss_rpn_loc: 0.01734  contrastive_loss: 0.005348  time: 0.7834  data_time: 0.0463  lr: 0.01  max_mem: 13239M
[11/15 18:39:04 d2.utils.events]:  eta: 1:21:14  iter: 8659  total_loss: 0.2138  loss_cls: 0.05075  loss_box_reg: 0.1382  loss_rpn_cls: 0.004852  loss_rpn_loc: 0.01449  contrastive_loss: 0.005104  time: 0.7834  data_time: 0.0434  lr: 0.01  max_mem: 13239M
[11/15 18:39:20 d2.utils.events]:  eta: 1:20:54  iter: 8679  total_loss: 0.218  loss_cls: 0.05147  loss_box_reg: 0.1407  loss_rpn_cls: 0.005312  loss_rpn_loc: 0.01719  contrastive_loss: 0.005492  time: 0.7834  data_time: 0.0403  lr: 0.01  max_mem: 13239M
[11/15 18:39:36 d2.utils.events]:  eta: 1:20:43  iter: 8699  total_loss: 0.2018  loss_cls: 0.04668  loss_box_reg: 0.1325  loss_rpn_cls: 0.005392  loss_rpn_loc: 0.01503  contrastive_loss: 0.004862  time: 0.7834  data_time: 0.0404  lr: 0.01  max_mem: 13239M
[11/15 18:39:52 d2.utils.events]:  eta: 1:20:30  iter: 8719  total_loss: 0.2116  loss_cls: 0.04651  loss_box_reg: 0.1293  loss_rpn_cls: 0.006807  loss_rpn_loc: 0.01606  contrastive_loss: 0.005208  time: 0.7835  data_time: 0.0404  lr: 0.01  max_mem: 13239M
[11/15 18:40:07 d2.utils.events]:  eta: 1:20:17  iter: 8739  total_loss: 0.1904  loss_cls: 0.04338  loss_box_reg: 0.1238  loss_rpn_cls: 0.004619  loss_rpn_loc: 0.01313  contrastive_loss: 0.004929  time: 0.7834  data_time: 0.0399  lr: 0.01  max_mem: 13239M
[11/15 18:40:24 d2.utils.events]:  eta: 1:20:08  iter: 8759  total_loss: 0.2203  loss_cls: 0.0488  loss_box_reg: 0.1455  loss_rpn_cls: 0.005017  loss_rpn_loc: 0.01482  contrastive_loss: 0.004743  time: 0.7836  data_time: 0.0444  lr: 0.01  max_mem: 13239M
[11/15 18:40:40 d2.utils.events]:  eta: 1:19:44  iter: 8779  total_loss: 0.2043  loss_cls: 0.04821  loss_box_reg: 0.1339  loss_rpn_cls: 0.005948  loss_rpn_loc: 0.01472  contrastive_loss: 0.005228  time: 0.7836  data_time: 0.0397  lr: 0.01  max_mem: 13239M
[11/15 18:40:56 d2.utils.events]:  eta: 1:19:37  iter: 8799  total_loss: 0.2333  loss_cls: 0.05098  loss_box_reg: 0.1469  loss_rpn_cls: 0.006104  loss_rpn_loc: 0.02088  contrastive_loss: 0.005091  time: 0.7836  data_time: 0.0397  lr: 0.01  max_mem: 13239M
[11/15 18:41:11 d2.utils.events]:  eta: 1:19:22  iter: 8819  total_loss: 0.215  loss_cls: 0.04858  loss_box_reg: 0.135  loss_rpn_cls: 0.005603  loss_rpn_loc: 0.01785  contrastive_loss: 0.004667  time: 0.7836  data_time: 0.0434  lr: 0.01  max_mem: 13239M
[11/15 18:41:26 d2.utils.events]:  eta: 1:19:06  iter: 8839  total_loss: 0.2199  loss_cls: 0.04947  loss_box_reg: 0.1433  loss_rpn_cls: 0.006395  loss_rpn_loc: 0.01815  contrastive_loss: 0.005991  time: 0.7835  data_time: 0.0420  lr: 0.01  max_mem: 13239M
[11/15 18:41:42 d2.utils.events]:  eta: 1:18:48  iter: 8859  total_loss: 0.2012  loss_cls: 0.04347  loss_box_reg: 0.1285  loss_rpn_cls: 0.005526  loss_rpn_loc: 0.01554  contrastive_loss: 0.006193  time: 0.7835  data_time: 0.0474  lr: 0.01  max_mem: 13239M
[11/15 18:41:59 d2.utils.events]:  eta: 1:18:29  iter: 8879  total_loss: 0.2107  loss_cls: 0.04661  loss_box_reg: 0.1379  loss_rpn_cls: 0.005698  loss_rpn_loc: 0.0145  contrastive_loss: 0.00437  time: 0.7836  data_time: 0.0473  lr: 0.01  max_mem: 13239M
[11/15 18:42:14 d2.utils.events]:  eta: 1:18:11  iter: 8899  total_loss: 0.2016  loss_cls: 0.04441  loss_box_reg: 0.1303  loss_rpn_cls: 0.004738  loss_rpn_loc: 0.01729  contrastive_loss: 0.005208  time: 0.7836  data_time: 0.0419  lr: 0.01  max_mem: 13239M
[11/15 18:42:30 d2.utils.events]:  eta: 1:17:57  iter: 8919  total_loss: 0.2316  loss_cls: 0.05196  loss_box_reg: 0.1485  loss_rpn_cls: 0.009717  loss_rpn_loc: 0.01598  contrastive_loss: 0.005507  time: 0.7835  data_time: 0.0401  lr: 0.01  max_mem: 13239M
