nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/18 15:13:29 detectron2]: Rank of current process: 0. World size: 2
[11/18 15:13:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/18 15:13:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre2_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_final.pth"
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "/root/autodl-tmp/checkpoints/voc/distill/t1"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/18 15:13:29 detectron2]: Full config saved to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/config.yaml
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:31 d2.data.build]: Removed 1772 images with no usable annotations. 14829 images left.
[11/18 15:13:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
|  bicycle   | 1208         |    bird     | 1820         |    boat     | 1397         |
|    bus     | 909          |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
| motorbike  | 1141         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
| aeroplane  | 10           |   bottle    | 10           |     cow     | 10           |
|   horse    | 10           |    sofa     | 10           |             |              |
|   total    | 40447        |             |              |             |              |
[11/18 15:13:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/18 15:13:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/18 15:13:32 d2.data.common]: Serializing 14829 elements to byte tensors and concatenating them all ...
[11/18 15:13:32 d2.data.common]: Serialized dataset takes 6.68 MiB
[11/18 15:13:32 fvcore.common.checkpoint]: [Checkpointer] Loading from /root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/18 15:14:07 d2.utils.events]:  eta: 4:06:39  iter: 19  total_loss: 1.813  loss_cls: 0.03206  loss_box_reg: 0.1238  loss_rpn_cls: 0.003377  loss_rpn_loc: 0.01382  contrastive_loss: 1.672  time: 0.7647  data_time: 0.4016  lr: 0.0009091  max_mem: 12989M
[11/18 17:22:27 d2.utils.events]:  eta: 2:10:17  iter: 9599  total_loss: 0.1655  loss_cls: 0.03104  loss_box_reg: 0.1028  loss_rpn_cls: 0.003098  loss_rpn_loc: 0.01316  contrastive_loss: 0.008302  time: 0.7591  data_time: 0.0290  lr: 0.01  max_mem: 14438M
[11/18 17:22:42 d2.utils.events]:  eta: 2:09:59  iter: 9619  total_loss: 0.1701  loss_cls: 0.03161  loss_box_reg: 0.1003  loss_rpn_cls: 0.002835  loss_rpn_loc: 0.01165  contrastive_loss: 0.00713  time: 0.7591  data_time: 0.0240  lr: 0.01  max_mem: 14438M
[11/18 17:22:57 d2.utils.events]:  eta: 2:09:38  iter: 9639  total_loss: 0.173  loss_cls: 0.0336  loss_box_reg: 0.1161  loss_rpn_cls: 0.003398  loss_rpn_loc: 0.01312  contrastive_loss: 0.00688  time: 0.7591  data_time: 0.0285  lr: 0.01  max_mem: 14438M
[11/18 17:23:12 d2.utils.events]:  eta: 2:09:23  iter: 9659  total_loss: 0.1569  loss_cls: 0.03045  loss_box_reg: 0.1052  loss_rpn_cls: 0.002936  loss_rpn_loc: 0.01244  contrastive_loss: 0.006924  time: 0.7590  data_time: 0.0246  lr: 0.01  max_mem: 14438M
[11/18 17:23:27 d2.utils.events]:  eta: 2:09:08  iter: 9679  total_loss: 0.2049  loss_cls: 0.03777  loss_box_reg: 0.1321  loss_rpn_cls: 0.003949  loss_rpn_loc: 0.01675  contrastive_loss: 0.007514  time: 0.7591  data_time: 0.0246  lr: 0.01  max_mem: 14438M
[11/18 17:23:43 d2.utils.events]:  eta: 2:09:01  iter: 9699  total_loss: 0.1509  loss_cls: 0.02926  loss_box_reg: 0.1006  loss_rpn_cls: 0.00284  loss_rpn_loc: 0.01099  contrastive_loss: 0.007329  time: 0.7591  data_time: 0.0259  lr: 0.01  max_mem: 14438M
[11/18 17:23:58 d2.utils.events]:  eta: 2:08:54  iter: 9719  total_loss: 0.1641  loss_cls: 0.0306  loss_box_reg: 0.1072  loss_rpn_cls: 0.002679  loss_rpn_loc: 0.01352  contrastive_loss: 0.00795  time: 0.7591  data_time: 0.0250  lr: 0.01  max_mem: 14438M
[11/18 17:24:14 d2.utils.events]:  eta: 2:08:43  iter: 9739  total_loss: 0.1601  loss_cls: 0.03045  loss_box_reg: 0.1037  loss_rpn_cls: 0.002912  loss_rpn_loc: 0.01301  contrastive_loss: 0.008375  time: 0.7592  data_time: 0.0279  lr: 0.01  max_mem: 14438M
[11/18 17:24:29 d2.utils.events]:  eta: 2:08:25  iter: 9759  total_loss: 0.1692  loss_cls: 0.03287  loss_box_reg: 0.1129  loss_rpn_cls: 0.002506  loss_rpn_loc: 0.01301  contrastive_loss: 0.006615  time: 0.7591  data_time: 0.0264  lr: 0.01  max_mem: 14438M
[11/18 17:24:44 d2.utils.events]:  eta: 2:08:10  iter: 9779  total_loss: 0.1624  loss_cls: 0.03062  loss_box_reg: 0.1101  loss_rpn_cls: 0.002429  loss_rpn_loc: 0.01259  contrastive_loss: 0.007049  time: 0.7591  data_time: 0.0294  lr: 0.01  max_mem: 14438M
[11/18 17:24:59 d2.utils.events]:  eta: 2:07:54  iter: 9799  total_loss: 0.156  loss_cls: 0.02994  loss_box_reg: 0.1059  loss_rpn_cls: 0.002956  loss_rpn_loc: 0.013  contrastive_loss: 0.006926  time: 0.7591  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 17:25:14 d2.utils.events]:  eta: 2:07:38  iter: 9819  total_loss: 0.1473  loss_cls: 0.02734  loss_box_reg: 0.09598  loss_rpn_cls: 0.002697  loss_rpn_loc: 0.01105  contrastive_loss: 0.006002  time: 0.7591  data_time: 0.0233  lr: 0.01  max_mem: 14438M
[11/18 17:25:29 d2.utils.events]:  eta: 2:07:24  iter: 9839  total_loss: 0.1625  loss_cls: 0.03283  loss_box_reg: 0.1142  loss_rpn_cls: 0.002922  loss_rpn_loc: 0.01253  contrastive_loss: 0.005638  time: 0.7591  data_time: 0.0268  lr: 0.01  max_mem: 14438M
[11/18 17:25:45 d2.utils.events]:  eta: 2:07:13  iter: 9859  total_loss: 0.1691  loss_cls: 0.03516  loss_box_reg: 0.1036  loss_rpn_cls: 0.004057  loss_rpn_loc: 0.01485  contrastive_loss: 0.008599  time: 0.7592  data_time: 0.0270  lr: 0.01  max_mem: 14438M
[11/18 17:26:00 d2.utils.events]:  eta: 2:07:01  iter: 9879  total_loss: 0.1489  loss_cls: 0.03024  loss_box_reg: 0.09465  loss_rpn_cls: 0.003662  loss_rpn_loc: 0.01289  contrastive_loss: 0.007633  time: 0.7592  data_time: 0.0261  lr: 0.01  max_mem: 14438M
[11/18 17:26:15 d2.utils.events]:  eta: 2:06:47  iter: 9899  total_loss: 0.1511  loss_cls: 0.02863  loss_box_reg: 0.1  loss_rpn_cls: 0.002194  loss_rpn_loc: 0.01141  contrastive_loss: 0.009147  time: 0.7592  data_time: 0.0286  lr: 0.01  max_mem: 14438M
[11/18 17:26:31 d2.utils.events]:  eta: 2:06:31  iter: 9919  total_loss: 0.1388  loss_cls: 0.02598  loss_box_reg: 0.08972  loss_rpn_cls: 0.002267  loss_rpn_loc: 0.01153  contrastive_loss: 0.006671  time: 0.7592  data_time: 0.0265  lr: 0.01  max_mem: 14438M
[11/18 17:26:46 d2.utils.events]:  eta: 2:06:20  iter: 9939  total_loss: 0.1821  loss_cls: 0.03565  loss_box_reg: 0.1208  loss_rpn_cls: 0.004515  loss_rpn_loc: 0.01557  contrastive_loss: 0.006968  time: 0.7592  data_time: 0.0296  lr: 0.01  max_mem: 14438M
[11/18 17:27:01 d2.utils.events]:  eta: 2:06:08  iter: 9959  total_loss: 0.1618  loss_cls: 0.03179  loss_box_reg: 0.1074  loss_rpn_cls: 0.00321  loss_rpn_loc: 0.01256  contrastive_loss: 0.006016  time: 0.7592  data_time: 0.0288  lr: 0.01  max_mem: 14438M
[11/18 17:27:16 d2.utils.events]:  eta: 2:05:53  iter: 9979  total_loss: 0.1618  loss_cls: 0.03037  loss_box_reg: 0.1047  loss_rpn_cls: 0.002844  loss_rpn_loc: 0.01252  contrastive_loss: 0.006899  time: 0.7591  data_time: 0.0277  lr: 0.01  max_mem: 14438M
[11/18 17:27:31 fvcore.common.checkpoint]: Saving checkpoint to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/model_0009999.pth
[11/18 17:27:31 d2.utils.events]:  eta: 2:05:43  iter: 9999  total_loss: 0.1522  loss_cls: 0.03  loss_box_reg: 0.104  loss_rpn_cls: 0.003122  loss_rpn_loc: 0.0109  contrastive_loss: 0.005991  time: 0.7591  data_time: 0.0302  lr: 0.01  max_mem: 14438M
[11/18 17:27:48 d2.utils.events]:  eta: 2:05:30  iter: 10019  total_loss: 0.2202  loss_cls: 0.02984  loss_box_reg: 0.1107  loss_rpn_cls: 0.003171  loss_rpn_loc: 0.01302  contrastive_loss: 0.05067  time: 0.7592  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 17:28:04 d2.utils.events]:  eta: 2:05:18  iter: 10039  total_loss: 0.1769  loss_cls: 0.02978  loss_box_reg: 0.1036  loss_rpn_cls: 0.003452  loss_rpn_loc: 0.01313  contrastive_loss: 0.03326  time: 0.7593  data_time: 0.0302  lr: 0.01  max_mem: 14438M
[11/18 17:28:19 d2.utils.events]:  eta: 2:05:06  iter: 10059  total_loss: 0.1912  loss_cls: 0.03229  loss_box_reg: 0.1182  loss_rpn_cls: 0.003321  loss_rpn_loc: 0.0134  contrastive_loss: 0.01832  time: 0.7593  data_time: 0.0265  lr: 0.01  max_mem: 14438M
[11/18 17:28:35 d2.utils.events]:  eta: 2:05:05  iter: 10079  total_loss: 0.1604  loss_cls: 0.02954  loss_box_reg: 0.101  loss_rpn_cls: 0.002234  loss_rpn_loc: 0.01111  contrastive_loss: 0.01328  time: 0.7594  data_time: 0.0309  lr: 0.01  max_mem: 14438M
[11/18 17:28:51 d2.utils.events]:  eta: 2:04:51  iter: 10099  total_loss: 0.1726  loss_cls: 0.03243  loss_box_reg: 0.1123  loss_rpn_cls: 0.003887  loss_rpn_loc: 0.01225  contrastive_loss: 0.012  time: 0.7594  data_time: 0.0256  lr: 0.01  max_mem: 14438M
[11/18 17:29:05 d2.utils.events]:  eta: 2:04:36  iter: 10119  total_loss: 0.1758  loss_cls: 0.03306  loss_box_reg: 0.1005  loss_rpn_cls: 0.003959  loss_rpn_loc: 0.01349  contrastive_loss: 0.0121  time: 0.7594  data_time: 0.0272  lr: 0.01  max_mem: 14438M
[11/18 17:29:21 d2.utils.events]:  eta: 2:04:19  iter: 10139  total_loss: 0.179  loss_cls: 0.03268  loss_box_reg: 0.1164  loss_rpn_cls: 0.004262  loss_rpn_loc: 0.01429  contrastive_loss: 0.009486  time: 0.7594  data_time: 0.0241  lr: 0.01  max_mem: 14438M
[11/18 17:29:36 d2.utils.events]:  eta: 2:04:03  iter: 10159  total_loss: 0.1718  loss_cls: 0.03525  loss_box_reg: 0.1133  loss_rpn_cls: 0.003185  loss_rpn_loc: 0.01554  contrastive_loss: 0.008616  time: 0.7594  data_time: 0.0251  lr: 0.01  max_mem: 14438M
[11/18 17:29:51 d2.utils.events]:  eta: 2:03:39  iter: 10179  total_loss: 0.1688  loss_cls: 0.03225  loss_box_reg: 0.1147  loss_rpn_cls: 0.002574  loss_rpn_loc: 0.01105  contrastive_loss: 0.008769  time: 0.7594  data_time: 0.0285  lr: 0.01  max_mem: 14438M
[11/18 17:30:07 d2.utils.events]:  eta: 2:03:21  iter: 10199  total_loss: 0.1626  loss_cls: 0.03187  loss_box_reg: 0.1053  loss_rpn_cls: 0.002907  loss_rpn_loc: 0.01297  contrastive_loss: 0.009472  time: 0.7594  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 17:30:21 d2.utils.events]:  eta: 2:03:04  iter: 10219  total_loss: 0.1669  loss_cls: 0.03443  loss_box_reg: 0.1101  loss_rpn_cls: 0.002928  loss_rpn_loc: 0.01366  contrastive_loss: 0.00812  time: 0.7594  data_time: 0.0257  lr: 0.01  max_mem: 14438M
[11/18 17:30:37 d2.utils.events]:  eta: 2:02:45  iter: 10239  total_loss: 0.171  loss_cls: 0.03237  loss_box_reg: 0.1107  loss_rpn_cls: 0.003101  loss_rpn_loc: 0.01355  contrastive_loss: 0.007676  time: 0.7594  data_time: 0.0269  lr: 0.01  max_mem: 14438M
[11/18 17:30:52 d2.utils.events]:  eta: 2:02:25  iter: 10259  total_loss: 0.1475  loss_cls: 0.02863  loss_box_reg: 0.1028  loss_rpn_cls: 0.002549  loss_rpn_loc: 0.01235  contrastive_loss: 0.00754  time: 0.7594  data_time: 0.0280  lr: 0.01  max_mem: 14438M
[11/18 17:31:07 d2.utils.events]:  eta: 2:02:15  iter: 10279  total_loss: 0.1697  loss_cls: 0.03282  loss_box_reg: 0.1138  loss_rpn_cls: 0.003102  loss_rpn_loc: 0.01042  contrastive_loss: 0.006704  time: 0.7594  data_time: 0.0306  lr: 0.01  max_mem: 14438M
[11/18 17:31:22 d2.utils.events]:  eta: 2:02:05  iter: 10299  total_loss: 0.1571  loss_cls: 0.03093  loss_box_reg: 0.1018  loss_rpn_cls: 0.002979  loss_rpn_loc: 0.01168  contrastive_loss: 0.00624  time: 0.7594  data_time: 0.0273  lr: 0.01  max_mem: 14438M
[11/18 17:31:37 d2.utils.events]:  eta: 2:01:44  iter: 10319  total_loss: 0.1532  loss_cls: 0.03036  loss_box_reg: 0.1009  loss_rpn_cls: 0.00299  loss_rpn_loc: 0.01182  contrastive_loss: 0.007452  time: 0.7594  data_time: 0.0246  lr: 0.01  max_mem: 14438M
[11/18 17:31:53 d2.utils.events]:  eta: 2:01:27  iter: 10339  total_loss: 0.1345  loss_cls: 0.02815  loss_box_reg: 0.08488  loss_rpn_cls: 0.002747  loss_rpn_loc: 0.01152  contrastive_loss: 0.006222  time: 0.7594  data_time: 0.0239  lr: 0.01  max_mem: 14438M
[11/18 17:32:08 d2.utils.events]:  eta: 2:01:09  iter: 10359  total_loss: 0.1639  loss_cls: 0.03054  loss_box_reg: 0.1078  loss_rpn_cls: 0.00308  loss_rpn_loc: 0.01611  contrastive_loss: 0.005347  time: 0.7594  data_time: 0.0270  lr: 0.01  max_mem: 14438M
[11/18 17:32:23 d2.utils.events]:  eta: 2:00:54  iter: 10379  total_loss: 0.152  loss_cls: 0.03077  loss_box_reg: 0.09768  loss_rpn_cls: 0.003024  loss_rpn_loc: 0.01257  contrastive_loss: 0.007892  time: 0.7594  data_time: 0.0251  lr: 0.01  max_mem: 14438M
[11/18 17:32:38 d2.utils.events]:  eta: 2:00:38  iter: 10399  total_loss: 0.1716  loss_cls: 0.03363  loss_box_reg: 0.1158  loss_rpn_cls: 0.00365  loss_rpn_loc: 0.01325  contrastive_loss: 0.007607  time: 0.7594  data_time: 0.0260  lr: 0.01  max_mem: 14438M
[11/18 17:32:54 d2.utils.events]:  eta: 2:00:23  iter: 10419  total_loss: 0.1711  loss_cls: 0.03342  loss_box_reg: 0.1091  loss_rpn_cls: 0.003309  loss_rpn_loc: 0.01493  contrastive_loss: 0.008265  time: 0.7594  data_time: 0.0260  lr: 0.01  max_mem: 14438M
[11/18 17:33:09 d2.utils.events]:  eta: 2:00:06  iter: 10439  total_loss: 0.1711  loss_cls: 0.03444  loss_box_reg: 0.12  loss_rpn_cls: 0.002808  loss_rpn_loc: 0.01289  contrastive_loss: 0.005624  time: 0.7594  data_time: 0.0293  lr: 0.01  max_mem: 14438M
[11/18 17:33:24 d2.utils.events]:  eta: 1:59:45  iter: 10459  total_loss: 0.1801  loss_cls: 0.03512  loss_box_reg: 0.1227  loss_rpn_cls: 0.0021  loss_rpn_loc: 0.01239  contrastive_loss: 0.00593  time: 0.7594  data_time: 0.0298  lr: 0.01  max_mem: 14438M
[11/18 17:33:39 d2.utils.events]:  eta: 1:59:29  iter: 10479  total_loss: 0.154  loss_cls: 0.02801  loss_box_reg: 0.09632  loss_rpn_cls: 0.003236  loss_rpn_loc: 0.01288  contrastive_loss: 0.007584  time: 0.7594  data_time: 0.0283  lr: 0.01  max_mem: 14438M
[11/18 17:33:55 d2.utils.events]:  eta: 1:59:19  iter: 10499  total_loss: 0.1654  loss_cls: 0.03172  loss_box_reg: 0.1068  loss_rpn_cls: 0.003016  loss_rpn_loc: 0.01293  contrastive_loss: 0.00669  time: 0.7595  data_time: 0.0274  lr: 0.01  max_mem: 14438M
[11/18 17:34:11 d2.utils.events]:  eta: 1:59:01  iter: 10519  total_loss: 0.1584  loss_cls: 0.02911  loss_box_reg: 0.106  loss_rpn_cls: 0.003307  loss_rpn_loc: 0.0117  contrastive_loss: 0.006707  time: 0.7595  data_time: 0.0296  lr: 0.01  max_mem: 14438M
[11/18 17:34:26 d2.utils.events]:  eta: 1:58:44  iter: 10539  total_loss: 0.1785  loss_cls: 0.03385  loss_box_reg: 0.1149  loss_rpn_cls: 0.003113  loss_rpn_loc: 0.01583  contrastive_loss: 0.00678  time: 0.7596  data_time: 0.0278  lr: 0.01  max_mem: 14438M
[11/18 17:34:42 d2.utils.events]:  eta: 1:58:34  iter: 10559  total_loss: 0.1526  loss_cls: 0.03025  loss_box_reg: 0.09881  loss_rpn_cls: 0.00265  loss_rpn_loc: 0.01077  contrastive_loss: 0.006365  time: 0.7596  data_time: 0.0286  lr: 0.01  max_mem: 14438M
[11/18 17:34:57 d2.utils.events]:  eta: 1:58:22  iter: 10579  total_loss: 0.17  loss_cls: 0.03277  loss_box_reg: 0.1116  loss_rpn_cls: 0.003185  loss_rpn_loc: 0.0139  contrastive_loss: 0.00646  time: 0.7596  data_time: 0.0247  lr: 0.01  max_mem: 14438M
[11/18 17:35:12 d2.utils.events]:  eta: 1:58:06  iter: 10599  total_loss: 0.1425  loss_cls: 0.02722  loss_box_reg: 0.09534  loss_rpn_cls: 0.00243  loss_rpn_loc: 0.01136  contrastive_loss: 0.004976  time: 0.7596  data_time: 0.0270  lr: 0.01  max_mem: 14438M
[11/18 17:35:27 d2.utils.events]:  eta: 1:57:52  iter: 10619  total_loss: 0.14  loss_cls: 0.0257  loss_box_reg: 0.0979  loss_rpn_cls: 0.002957  loss_rpn_loc: 0.01242  contrastive_loss: 0.005278  time: 0.7596  data_time: 0.0272  lr: 0.01  max_mem: 14438M
[11/18 17:35:42 d2.utils.events]:  eta: 1:57:41  iter: 10639  total_loss: 0.1628  loss_cls: 0.03159  loss_box_reg: 0.1079  loss_rpn_cls: 0.002608  loss_rpn_loc: 0.01228  contrastive_loss: 0.006121  time: 0.7596  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 17:35:57 d2.utils.events]:  eta: 1:57:25  iter: 10659  total_loss: 0.1487  loss_cls: 0.02784  loss_box_reg: 0.09994  loss_rpn_cls: 0.003137  loss_rpn_loc: 0.0129  contrastive_loss: 0.00536  time: 0.7595  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 17:36:12 d2.utils.events]:  eta: 1:57:06  iter: 10679  total_loss: 0.1527  loss_cls: 0.02794  loss_box_reg: 0.09851  loss_rpn_cls: 0.002628  loss_rpn_loc: 0.01135  contrastive_loss: 0.005534  time: 0.7595  data_time: 0.0305  lr: 0.01  max_mem: 14438M
[11/18 17:36:27 d2.utils.events]:  eta: 1:56:51  iter: 10699  total_loss: 0.1578  loss_cls: 0.03086  loss_box_reg: 0.1032  loss_rpn_cls: 0.002823  loss_rpn_loc: 0.01457  contrastive_loss: 0.004896  time: 0.7594  data_time: 0.0286  lr: 0.01  max_mem: 14438M
[11/18 17:36:42 d2.utils.events]:  eta: 1:56:29  iter: 10719  total_loss: 0.1563  loss_cls: 0.02949  loss_box_reg: 0.1089  loss_rpn_cls: 0.003049  loss_rpn_loc: 0.01385  contrastive_loss: 0.00634  time: 0.7594  data_time: 0.0315  lr: 0.01  max_mem: 14438M
[11/18 17:36:57 d2.utils.events]:  eta: 1:56:11  iter: 10739  total_loss: 0.1536  loss_cls: 0.02783  loss_box_reg: 0.1016  loss_rpn_cls: 0.003834  loss_rpn_loc: 0.01121  contrastive_loss: 0.006166  time: 0.7595  data_time: 0.0276  lr: 0.01  max_mem: 14438M
[11/18 17:37:12 d2.utils.events]:  eta: 1:55:55  iter: 10759  total_loss: 0.1504  loss_cls: 0.03082  loss_box_reg: 0.09784  loss_rpn_cls: 0.001827  loss_rpn_loc: 0.01166  contrastive_loss: 0.005317  time: 0.7594  data_time: 0.0248  lr: 0.01  max_mem: 14438M
[11/18 17:37:27 d2.utils.events]:  eta: 1:55:40  iter: 10779  total_loss: 0.1608  loss_cls: 0.02985  loss_box_reg: 0.1036  loss_rpn_cls: 0.003147  loss_rpn_loc: 0.01189  contrastive_loss: 0.007173  time: 0.7594  data_time: 0.0261  lr: 0.01  max_mem: 14438M
[11/18 17:37:42 d2.utils.events]:  eta: 1:55:26  iter: 10799  total_loss: 0.1415  loss_cls: 0.02639  loss_box_reg: 0.0905  loss_rpn_cls: 0.002646  loss_rpn_loc: 0.01395  contrastive_loss: 0.006284  time: 0.7594  data_time: 0.0282  lr: 0.01  max_mem: 14438M
[11/18 17:37:58 d2.utils.events]:  eta: 1:55:12  iter: 10819  total_loss: 0.1532  loss_cls: 0.0302  loss_box_reg: 0.0995  loss_rpn_cls: 0.002231  loss_rpn_loc: 0.01294  contrastive_loss: 0.005454  time: 0.7594  data_time: 0.0261  lr: 0.01  max_mem: 14438M
[11/18 17:38:13 d2.utils.events]:  eta: 1:54:56  iter: 10839  total_loss: 0.1688  loss_cls: 0.03365  loss_box_reg: 0.1142  loss_rpn_cls: 0.00216  loss_rpn_loc: 0.01271  contrastive_loss: 0.00564  time: 0.7594  data_time: 0.0302  lr: 0.01  max_mem: 14438M
[11/18 17:38:28 d2.utils.events]:  eta: 1:54:40  iter: 10859  total_loss: 0.1585  loss_cls: 0.0321  loss_box_reg: 0.1027  loss_rpn_cls: 0.004473  loss_rpn_loc: 0.01501  contrastive_loss: 0.005188  time: 0.7595  data_time: 0.0319  lr: 0.01  max_mem: 14438M
[11/18 17:38:44 d2.utils.events]:  eta: 1:54:24  iter: 10879  total_loss: 0.1613  loss_cls: 0.02927  loss_box_reg: 0.1043  loss_rpn_cls: 0.003149  loss_rpn_loc: 0.01064  contrastive_loss: 0.006716  time: 0.7595  data_time: 0.0285  lr: 0.01  max_mem: 14438M
[11/18 17:39:00 d2.utils.events]:  eta: 1:54:11  iter: 10899  total_loss: 0.148  loss_cls: 0.02692  loss_box_reg: 0.09829  loss_rpn_cls: 0.002764  loss_rpn_loc: 0.01215  contrastive_loss: 0.005397  time: 0.7595  data_time: 0.0279  lr: 0.01  max_mem: 14438M
[11/18 17:39:15 d2.utils.events]:  eta: 1:53:57  iter: 10919  total_loss: 0.1516  loss_cls: 0.03007  loss_box_reg: 0.1016  loss_rpn_cls: 0.00189  loss_rpn_loc: 0.01164  contrastive_loss: 0.005363  time: 0.7595  data_time: 0.0302  lr: 0.01  max_mem: 14438M
[11/18 17:39:30 d2.utils.events]:  eta: 1:53:42  iter: 10939  total_loss: 0.1787  loss_cls: 0.03465  loss_box_reg: 0.1181  loss_rpn_cls: 0.002631  loss_rpn_loc: 0.0142  contrastive_loss: 0.005533  time: 0.7595  data_time: 0.0341  lr: 0.01  max_mem: 14438M
[11/18 17:39:45 d2.utils.events]:  eta: 1:53:26  iter: 10959  total_loss: 0.1656  loss_cls: 0.03196  loss_box_reg: 0.1097  loss_rpn_cls: 0.003165  loss_rpn_loc: 0.01341  contrastive_loss: 0.00573  time: 0.7595  data_time: 0.0308  lr: 0.01  max_mem: 14438M
[11/18 17:40:00 d2.utils.events]:  eta: 1:53:11  iter: 10979  total_loss: 0.1462  loss_cls: 0.03006  loss_box_reg: 0.0963  loss_rpn_cls: 0.002744  loss_rpn_loc: 0.01387  contrastive_loss: 0.005261  time: 0.7595  data_time: 0.0279  lr: 0.01  max_mem: 14438M
[11/18 17:40:15 d2.utils.events]:  eta: 1:52:55  iter: 10999  total_loss: 0.2264  loss_cls: 0.0447  loss_box_reg: 0.109  loss_rpn_cls: 0.009041  loss_rpn_loc: 0.01278  contrastive_loss: 0.01209  time: 0.7595  data_time: 0.0280  lr: 0.01  max_mem: 14438M
[11/18 17:40:32 d2.utils.events]:  eta: 1:52:33  iter: 11019  total_loss: 0.2788  loss_cls: 0.05591  loss_box_reg: 0.1392  loss_rpn_cls: 0.008731  loss_rpn_loc: 0.01466  contrastive_loss: 0.04797  time: 0.7596  data_time: 0.0250  lr: 0.01  max_mem: 14438M
